Houses,Waters,Runs,Mean,Highest Value,Lowest Value,Runtime/map
22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0,22462020.0
